age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class_id
19,Private,108147,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,North America,0
27,Private,238859,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
43,State-gov,23157,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,North America,0
38,Private,415887,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,North America,0
42,Private,141558,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,North America,0
33,Federal-gov,117963,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,North America,0
30,Private,232356,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
29,Private,157941,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,North America,0
30,Private,103642,Primary Education,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
26,Private,169727,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,North America,0
43,Private,274731,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North America,1
30,Private,161572,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,North America,0
38,Private,48779,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North America,1
48,Private,141511,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
57,Private,314153,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,North America,1
30,Private,168334,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,North America,0
42,Local-gov,267252,Masters,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,45,North America,1
31,Self-emp-not-inc,312055,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,North America,0
32,Private,207937,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
28,Private,232653,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,0
63,Private,246841,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,North America,0
32,Private,154087,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North America,0
20,Private,199011,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,North America,0
51,Self-emp-not-inc,205100,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,North America,1
36,Private,177907,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,2176,0,20,unknown,0
24,Private,50400,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,40,North America,0
41,Local-gov,97064,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,North America,0
21,Private,65038,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,North America,0
27,Private,292472,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,Asia,0
17,Private,225211,Primary Education,5,Never-married,Other-service,Own-child,Black,Male,0,0,35,North America,0
45,Private,320192,Primary Education,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,North America,0
39,State-gov,119421,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,625,35,North America,0
21,Private,83580,Some-college,10,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,0,4,North America,0
29,Private,133696,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,45,North America,1
39,Private,141584,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,2444,45,North America,1
42,Private,415887,HS-grad,9,Separated,Transport-moving,Other-relative,Black,Male,0,0,40,North America,0
22,Private,390817,Primary Education,3,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,South America,0
21,unknown,85733,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,40,North America,0
59,Private,155976,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
40,Private,221172,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,North America,1
45,Private,270842,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,North America,0
35,Private,82622,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,North America,0
58,Private,371064,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,North America,0
45,Private,54744,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,North America,1
29,Private,22641,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,North America,0
21,Private,218957,Primary Education,7,Never-married,Craft-repair,Own-child,White,Male,0,0,45,North America,0
51,Private,415887,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,North America,0
34,Local-gov,143699,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,North America,0
40,Private,183096,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,North America,0
45,Private,97176,Primary Education,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,North America,0
38,Self-emp-not-inc,122493,Primary Education,6,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,North America,1
22,Private,311376,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,North America,0
37,Private,78928,Primary Education,5,Married-civ-spouse,Other-service,Husband,White,Male,3137,0,40,North America,0
62,Private,123582,Primary Education,6,Divorced,Other-service,Unmarried,White,Female,0,0,40,North America,0
32,Federal-gov,174215,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,North America,0
36,Private,183902,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,4,North America,1
43,Private,247880,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
37,Private,256636,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North America,0
33,unknown,152875,Bachelors,13,Married-civ-spouse,unknown,Wife,Asian-Pac-Islander,Female,0,0,40,Asia,0
28,Private,22422,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,55,North America,0
49,unknown,178215,Some-college,10,Widowed,unknown,Unmarried,White,Female,0,0,28,North America,0
47,Local-gov,194360,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,7,North America,1
59,Private,247187,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
35,Private,63921,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North America,0
35,Private,224889,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,0
29,Self-emp-not-inc,178564,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,North America,0
57,Private,47619,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,North America,0
41,Private,92775,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,North America,1
37,Private,50837,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,North America,1
20,Local-gov,235894,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,North America,0
44,Private,244974,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,North America,0
20,Local-gov,415887,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,North America,0
38,Self-emp-not-inc,243484,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,28,North America,1
23,Private,201664,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,North America,0
24,Private,234640,HS-grad,9,Married-spouse-absent,Sales,Own-child,White,Female,0,0,36,North America,0
46,Private,268022,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,1
32,Local-gov,223267,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North America,0
21,Self-emp-not-inc,99199,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
32,Private,137076,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,0
41,Private,115411,Some-college,10,Divorced,Sales,Own-child,White,Male,2174,0,45,North America,0
51,Private,313146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North America,0
69,Self-emp-not-inc,29980,Primary Education,4,Never-married,Farming-fishing,Other-relative,White,Male,1848,0,10,North America,0
39,Self-emp-inc,415887,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,50,North America,1
43,Private,271807,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
51,Federal-gov,97934,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,5178,0,40,North America,1
43,Private,191196,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,North America,0
35,Self-emp-not-inc,264627,Primary Education,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,84,North America,0
32,Private,183801,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,North America,0
25,Private,209227,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,21,North America,0
64,Private,216208,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,North America,0
28,Private,377095,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,North America,0
44,Private,317535,Primary Education,2,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,40,South America,0
40,Private,247880,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,North America,1
21,Private,152246,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Asia,0
23,Private,415887,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
23,Private,161708,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,20,North America,0
19,Private,167859,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,North America,0
61,Private,85194,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,North America,0
47,Self-emp-inc,119471,Primary Education,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,unknown,0
39,Private,117683,Primary Education,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,North America,0
51,Private,139347,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,North America,1
25,Private,415887,Primary Education,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,0
33,Private,122116,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,North America,0
34,State-gov,227931,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,North America,0
54,Self-emp-not-inc,226497,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North America,0
24,Private,83783,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,North America,0
28,Private,197113,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,50,Central America,0
33,Private,204742,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,North America,0
63,unknown,331527,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,14,North America,0
31,Private,213179,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,North America,1
70,Self-emp-inc,188260,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,North America,0
43,Private,298161,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Central America,0
36,Private,143774,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,12,North America,1
50,Local-gov,139296,Primary Education,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,North America,0
21,Private,152389,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,North America,0
31,Private,309974,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,40,North America,0
19,unknown,37085,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,30,North America,0
39,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,North America,0
29,Private,130045,Primary Education,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,North America,0
39,Private,188038,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,North America,0
17,Private,168203,Primary Education,4,Never-married,Farming-fishing,Other-relative,Other,Male,0,0,40,South America,0
46,Private,171807,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,North America,0
62,Private,186696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
32,Private,177531,Primary Education,6,Divorced,Other-service,Unmarried,Black,Female,0,0,23,North America,0
28,Private,115464,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,North America,0
19,Private,415887,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,North America,0
61,Local-gov,180079,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,40,North America,0
18,Private,205894,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,unknown,0
39,Self-emp-not-inc,218490,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,unknown,1
24,Local-gov,203924,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,North America,0
38,Private,91857,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,North America,0
38,Private,229700,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,North America,1
17,Private,158704,Primary Education,6,Never-married,Sales,Own-child,White,Male,0,0,20,North America,0
28,Private,190911,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
52,Private,139176,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,North America,0
61,Private,119684,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,20,North America,1
69,Private,124930,Primary Education,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,North America,0
19,Private,168693,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,North America,0
26,Private,250038,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,1
34,Self-emp-inc,353927,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
70,Private,216390,Primary Education,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2653,0,40,North America,0
21,Private,230248,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,North America,0
43,Private,117728,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,North America,0
52,Private,115851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
59,Private,193335,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,1
21,Private,203894,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,North America,0
53,Self-emp-not-inc,100109,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,North America,1
55,State-gov,157639,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North America,1
46,Self-emp-inc,235320,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,60,North America,1
36,Private,127686,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,37,North America,0
39,Private,28572,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,North America,0
78,unknown,91534,Bachelors,13,Married-civ-spouse,unknown,Husband,White,Male,0,0,3,North America,0
30,Private,184687,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,North America,0
22,Private,267945,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,North America,0
43,Private,131899,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
36,Private,192614,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,56,North America,0
36,Private,186808,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,North America,1
50,Private,44116,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,North America,0
27,Federal-gov,46442,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,North America,0
46,Federal-gov,78022,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,1
24,Private,415887,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,North America,0
41,Private,223763,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,North America,0
68,Private,223851,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,24,North America,0
38,Local-gov,115634,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,0
47,Private,114459,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,1
41,Private,197093,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,20,North America,0
31,Self-emp-not-inc,357145,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Female,0,0,48,North America,0
29,Private,59231,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,North America,0
26,Private,292303,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,North America,0
51,Private,122288,Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,36,North America,0
26,Federal-gov,52322,Bachelors,13,Never-married,Tech-support,Not-in-family,Other,Male,0,0,60,North America,0
27,Local-gov,105830,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,North America,0
36,Private,107125,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,North America,0
28,Federal-gov,281860,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,North America,0
53,Private,283320,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,North America,0
40,State-gov,26598,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,0
38,Private,220783,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,20,North America,0
21,unknown,121694,Primary Education,4,Never-married,unknown,Own-child,White,Male,0,0,40,North America,0
53,Private,208302,Primary Education,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,North America,0
34,Local-gov,172664,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
43,Private,54611,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,North America,0
64,Private,415887,Primary Education,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,0
21,Private,394484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,North America,0
25,unknown,239120,Bachelors,13,Never-married,unknown,Not-in-family,White,Male,0,0,13,North America,0
38,Federal-gov,37683,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,99999,0,57,North America,1
47,Local-gov,193012,Masters,14,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,50,North America,1
48,Private,143098,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Asia,1
57,Private,84888,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,North America,0
37,Private,188503,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,North America,0
37,Private,337778,Primary Education,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,North America,0
51,Self-emp-not-inc,94432,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,North America,1
32,Private,168906,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,0
49,Private,116143,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North America,0
52,Private,128272,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,North America,0
64,Federal-gov,301383,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,45,North America,1
46,Private,174995,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,North America,0
24,State-gov,289909,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North America,0
39,Private,154641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,North America,1
23,Private,209034,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3942,0,40,North America,0
30,Private,203488,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,North America,0
34,Private,141118,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,60,North America,1
30,Private,169589,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North America,0
25,Private,137645,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,0,40,North America,0
58,Local-gov,415887,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,North America,0
32,Private,36302,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,North America,0
37,Private,253420,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,25,North America,0
35,Private,269300,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0,40,North America,0
18,Private,282609,Primary Education,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,Central America,0
46,Private,346978,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,North America,0
71,Private,182395,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,11678,0,45,North America,1
44,Private,205051,Primary Education,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,North America,0
45,Private,128736,Primary Education,6,Divorced,Sales,Not-in-family,White,Female,0,0,40,North America,0
40,Private,236110,Primary Education,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Central America,1
38,Private,312271,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North America,1
52,Private,126978,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Asia,0
47,Private,204692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
49,Private,195956,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,35,North America,0
59,State-gov,202682,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North America,0
22,Private,231912,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,North America,0
44,Local-gov,24982,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North America,1
76,Private,278938,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,North America,0
50,Local-gov,36489,Primary Education,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,North America,0
33,Local-gov,154874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North America,0
43,Private,74581,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,North America,1
27,Private,311446,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40,North America,1
37,Self-emp-inc,162164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,0
40,Private,239708,Primary Education,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,North America,0
49,Self-emp-not-inc,162856,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,North America,0
48,Self-emp-inc,85109,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,North America,0
49,Private,169042,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,625,40,Central America,0
22,Private,415887,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,North America,0
42,Private,345363,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,European Union,0
36,Private,49837,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,North America,0
57,unknown,296516,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,0,0,50,North America,0
30,State-gov,180283,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,North America,0
40,Local-gov,95639,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,North America,0
42,Private,33155,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,North America,0
56,Private,329059,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,European Union,1
55,Private,24694,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,North America,0
25,Private,415887,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,South America,0
52,unknown,294691,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,40,North America,0
33,Private,301867,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,35,North America,0
55,Private,226875,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,North America,0
47,Private,362835,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,North America,1
23,Private,180339,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,65,North America,0
55,Self-emp-inc,207489,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,European Union,0
43,Private,336643,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,North America,0
31,Private,143653,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North America,0
62,State-gov,101475,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,North America,0
42,Local-gov,263871,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,8,North America,0
38,Self-emp-not-inc,77820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North America,1
29,Private,95465,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,42,North America,0
26,Private,257910,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,60,North America,0
26,Private,244372,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,52,North America,1
37,Self-emp-not-inc,126738,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,North America,0
79,Self-emp-inc,97082,Primary Education,8,Widowed,Sales,Not-in-family,White,Male,18481,0,45,North America,1
61,Private,133164,Primary Education,4,Never-married,Other-service,Not-in-family,White,Male,0,0,48,North America,0
28,Self-emp-not-inc,104617,Primary Education,4,Never-married,Other-service,Other-relative,White,Female,0,0,99,South America,0
60,Self-emp-inc,105339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,North America,1
51,Self-emp-inc,258735,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,81,North America,0
34,Private,182926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,North America,1
